mean_X2,mean_Y1,mean_X1,mean_Y2,sen_two_X1_Y1,sen_two_X1_Y2,sen_two_X2_Y1,sen_two_X2_Y2,sen_four_X1_X1,sen_four_X1_X2,sen_four_X1_Y1,sen_four_X1_Y2,sen_four_X2_X1,sen_four_X2_X2,sen_four_X2_Y1,sen_four_X2_Y2,sen_four_Y1_X1,sen_four_Y1_X2,sen_four_Y1_Y1,sen_four_Y1_Y2,sen_four_Y2_X1,sen_four_Y2_X2,sen_four_Y2_Y1,sen_four_Y2_Y2
991.82758994,10.8694048121,0.00109644334825,3471.3973323,2.22044604925e-16,1.42857142857,7.21644966006e-16,0.285714285714,1.0,-5.0,2.22044604925e-16,1.42857142857,-0.200000000001,1.0,7.21644966006e-16,0.285714285714,973.978473545,-180.094328315,1.0,51.4547823782,0.7,3.5,0.0,1.0
